Timestamp,Query,Title,Link,Snippet,Source
2025-12-22 21:27:45.831660,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,"Ghislaine Maxwell's Real Estate, Private Foundation, and ...",https://www.businessinsider.com/ghislaine-maxwell-jeffrey-epstein-father-real-estate-assets-foundation-2019-8,Ghislaine Maxwell lived in an NYC mansion with links to Jeffrey Epstein and ran a foundation that donated to a charity for victims of sex ...,Business Insider
2025-12-22 21:27:45.831662,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,How Ghislaine Maxwell went from high society to being ...,https://abcnews.go.com/US/ghislaine-maxwell-high-society-accused-sex-trafficking/story?id=78474060,"Epstein is now dead by suicide after he was arrested for alleged sex trafficking, and Maxwell awaits her trial at a New York prison for charges ...",ABC News
2025-12-22 21:27:45.831664,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,Ghislaine Maxwell caught up in Jeffrey Epstein allegations,https://www.bbc.com/news/world-us-canada-49318300,She faces charges in the US of having assisted disgraced US financier Jeffrey Epstein's abuse of minors.,BBC
2025-12-22 21:27:45.831665,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,Ghislaine Maxwell,https://en.wikipedia.org/wiki/Ghislaine_Maxwell,Ghislaine Noelle Marion Maxwell is a British former socialite and convicted child sex offender. In 2021 she was found guilty of child sex trafficking and ...,Wikipedia
2025-12-22 21:27:45.831668,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,The 'Lady of the House' Who Was Long Entangled With ...,https://www.nytimes.com/2019/07/15/us/ghislaine-maxwell-epstein.html,"Ghislaine Maxwell's yearslong involvement with Mr. Epstein, who faces charges of sex trafficking and abuse, has raised questions about what ...",The New York Times
2025-12-22 21:27:45.831669,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,"In pursuit of Ghislaine Maxwell, authorities mysterious ...",https://www.cnn.com/2020/07/03/us/ghislaine-maxwell-mysterious-financial-dealings-jeffrey-epstein,"In their pursuit of Ghislaine Maxwell for what they say is her role in Jeffrey Epstein's alleged sex trafficking ring, federal prosecutors ...",CNN
2025-12-22 21:27:45.831671,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,JEFFREY_EPSTEIN_PART_17_...,https://sa15.org/wp-content/uploads/epstein-files/JEFFREY_EPSTEIN_PART_17_REDACTED.pdf,"Read a letter from Palm Beach Police. Chief Michael Reiter to State Attorney. Barry Krischer on the Epstein probe. PalmBeachPost.com accusers, ...",Palm Beach County State Attorney's Office
2025-12-22 21:27:45.831673,Jeffrey Epstein Ghislaine Maxwell financial links 1991-2003,"Empire of Secrets: Robert Maxwell, Jeffrey Epstein, and ...",https://whowhatwhy.org/podcast/empire-of-secrets-robert-maxwell-jeffrey-epstein-and-ghislaines-dark-legacy/,What Ghislaine Maxwell knows about her father Robert Maxwell and Jeffrey Epstein may be the final untold chapter of two of the great ...,WhoWhatWhy
2025-12-22 21:27:47.564455,Office for Victims of Crime grant freeze October 2025 organizations,US justice department halts funding for human-trafficking ...,https://www.theguardian.com/us-news/2025/dec/22/justice-department-human-trafficking-survivors-support-funding,"More than 100 organizations that support victims of human trafficking have lost funding since October, leaving thousands of survivors at risk, a ...",The Guardian
2025-12-22 21:27:47.564462,Office for Victims of Crime grant freeze October 2025 organizations,"State Scraps $300M in Victim-Services Grants, Throwing ...",https://www.thecity.nyc/2025/11/10/office-victims-services-contracts-cancelled-comptroller-thomas-dinapoli/,"A comptroller's ruling overturning 250 awards has left hundreds of New York providers in limbo, forcing layoffs, intake freezes and service cuts ...",THE CITY - NYC News
2025-12-22 21:27:47.564463,Office for Victims of Crime grant freeze October 2025 organizations,Justice Department Slashes Essential Services for Crime ...,https://www.brennancenter.org/our-work/research-reports/justice-department-slashes-essential-services-crime-victims,"The administration's budget proposal for fiscal year 2026 would slash 30 percent of the funding for the Office on Violence Against Women, which ...",Brennan Center for Justice
2025-12-22 21:27:47.564464,Office for Victims of Crime grant freeze October 2025 organizations,"US cancels hundreds of grants for police, crime victims, ...",https://www.reuters.com/world/us/us-justice-department-cancels-hundreds-grants-police-crime-victims-2025-04-23/,The U.S. Justice Department has canceled hundreds of ongoing grants that funded everything from mental healthcare for police officers to ...,Reuters
2025-12-22 21:27:47.564465,Office for Victims of Crime grant freeze October 2025 organizations,DOJ Funding Update: A Deeper Look at the Cuts,https://counciloncj.org/doj-funding-update-a-deeper-look-at-the-cuts/,The Administration rescinded grants initially worth $35 million in funding for hate crime prevention and response. Among these cuts were grants ...,Council on Criminal Justice
2025-12-22 21:27:47.564466,Office for Victims of Crime grant freeze October 2025 organizations,Announcements | Victims of Crime Act (VOCA) Administrators,https://ovc.ojp.gov/program/victims-crime-act-voca-administrators/voca-announcements,"As of September 2025, the Crime Victims Fund (the Fund) balance is over $3.5 billion. View the Fund's annual balance and deposits since FY 2007, learn how the ...",Office for Victims of Crime (.gov)
2025-12-22 21:27:47.564467,Office for Victims of Crime grant freeze October 2025 organizations,DOJ furloughs could impact domestic violence grants. ...,https://www.politico.com/news/2025/10/04/doj-furloughs-could-impact-domestic-violence-grants-some-fear-thats-the-point-00594256,"The furloughs at the grant office inside DOJ, which have not been previously reported, exemplify how the four-day old shut down is rippling ...",Politico
2025-12-22 21:27:47.564468,Office for Victims of Crime grant freeze October 2025 organizations,Press Conference: Addressing the Federal Funding Freeze on ...,https://www.youtube.com/watch?v=J1b_ac_sSwo,Agenda: Senate and House DFL legislators and victim advocates hold a press conference on the federal funding freeze and its effect on victim ...,YouTube · Minnesota Senate Media Services
2025-12-22 21:27:47.564469,Office for Victims of Crime grant freeze October 2025 organizations,Funding Cuts Leave Domestic Violence Survivors Trapped ...,https://msmagazine.com/2025/02/11/trump-domestic-violence-funding-cuts-shelter-survivors/,"A federal funding freeze on domestic violence programs threatens to shutter shelters, silence crisis lines, and leave survivors with nowhere to turn.",Ms. Magazine
2025-12-22 21:27:47.564470,Office for Victims of Crime grant freeze October 2025 organizations,FY 2025 Notices of Funding Opportunity Release Plan,https://www.justice.gov/ovw/notices-of-funding-opportunity-release-plan,"The chart below reflects the Office on Violence Against Women's (OVW) anticipated FY 2025 Notices of Opportunity Release Plan, which is subject to change.",Department of Justice (.gov)
2025-12-22 21:27:50.236079,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,CONGRESSIONAL RECORD—HOUSE H4421,https://www.congress.gov/119/crec/2025/09/18/171/153/CREC-2025-09-18-pt1-PgH4421-4.pdf,Jeffrey Epstein abused hundreds of women. The United States Government itself held evidence that he had sexually abused 40 chil-.,Congress.gov
2025-12-22 21:27:50.236087,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,Oversight Committee Releases Acosta Transcript,https://oversight.house.gov/release/oversight-committee-releases-acosta-transcript/,"WASHINGTON—Today, the House Committee on Oversight and Government Reform released the transcript of Alex Acosta's transcribed interview as ...",House.gov
2025-12-22 21:27:50.236088,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,Congressional Record,https://www.govinfo.gov/content/pkg/CREC-2025-09-18/pdf/CREC-2025-09-18.pdf,"The SPEAKER pro tempore. Pursu- ant to the order of the House of Janu- ary 3, 2025, the Chair will now recog- nize ...",GovInfo (.gov)
2025-12-22 21:27:50.236089,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,Page H4421,https://www.congress.gov/congressional-record/volume-171/house-section/page/H4421,"September 18, 2025 - Issue: Vol. 171, No. 153 — Daily Edition119th Congress (2025 - 2026) - 1st Session · Daily Digest · Senate · House of ...",Congress.gov
2025-12-22 21:27:50.236090,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,House Oversight Republicans give readout of Alex ...,https://www.politico.com/live-updates/2025/09/19/congress/readout-of-acosta-interview-00574027,"Alex Acosta, in a closed-door interview with lawmakers Friday, defended the widely criticized plea deal he brokered with Jeffrey Epstein ...",Politico
2025-12-22 21:27:50.236091,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,House committee releases new Epstein documents ...,https://thehill.com/homenews/house/5561809-epstein-alex-acosta-house-investigation/,"The House Oversight Committee released files on Jeffrey Epstein's criminal dealings, including a transcript of an interview with Alex ...",The Hill
2025-12-22 21:27:50.236092,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,Alexander Acosta testifies on Epstein case behind closed ...,https://www.washingtonpost.com/politics/2025/09/19/epstein-acosta-plea-agreement-congress/,Former labor secretary Alexander Acosta was a federal prosecutor who worked on a lenient plea agreement with Jeffrey Epstein. He testified ...,The Washington Post
2025-12-22 21:27:50.236093,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,House Oversight Chair Asks Acosta to Clarify Epstein Testimony,http://robertgarcia.house.gov/media/in-the-news/bloomberg-house-oversight-chair-asks-acosta-clarify-epstein-testimony,"The Republican chairman of the House oversight committee on Friday asked Alex Acosta, the former US Attorney who signed off on disgraced ...",Congressman Robert Garcia (.gov)
2025-12-22 21:27:50.236094,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,Acosta stands by Epstein's 'sweetheart deal' during ...,https://www.virginislandsdailynews.com/ap/acosta-stands-by-epsteins-sweetheart-deal-during-congressional-hearing/article_bbdac3d5-b8e8-4624-a3dd-fc65d40155e6.html,"Alexander Acosta, the former U.S. attorney in Miami who gave Jeffrey Epstein and an untold number of his co-conspirators immunity for sex ...",The Virgin Islands Daily News
2025-12-22 21:27:50.236095,H.R. 4421 Congressional Record September 18 2025 Acosta testimony,"Alex Acosta, former US attorney who negotiated Epstein's ...",https://www.wbal.com/alex-acosta-former-us-attorney-who-negotiated-epsteins-plea-deal-appears-before-house-oversight-committee,"(WASHINGTON) — Alexander Acosta, the former U.S. attorney for the Southern District of Florida who negotiated a plea deal in 2008 with ...",WBAL News Radio
