date,year,company,event,category,snippet,source_url
2017-01-01,2017,Abivax,The Anti-Hiv Candidate Abx464 Dampens Intestinal ...,General_Update,by K Chebli · 2017 · Cited by 40 — ABX464 treatment strongly attenuated DSS-induced colitis in mice and produced a long-term protection against prolonged DSS-exposure after drug cessation.,https://pubmed.ncbi.nlm.nih.gov/28687795/
2017-01-01,2017,Abivax,The Anti-Hiv Candidate Abx464 Dampens Intestinal ...,General_Update,by K Chebli · 2017 · Cited by 40 — ABX464 treatment strongly attenuated DSS-induced colitis in mice and produced a long-term protection against prolonged DSS-exposure after drug cessation.,https://www.nature.com/articles/s41598-017-04071-3
2017-01-01,2017,Abivax,RNA sequencing analysis of activated macrophages ...,General_Update,by L Manchon · 2017 · Cited by 5 — A comprehensive RNA-seq data resource was provided on the anti-inflammatory properties of ABX464 that warrant exploration in both HIV and inflammatory ...,https://www.nature.com/articles/sdata2017150
2017-02-12,2017,Abivax,James Tisch's epic explanation for why he's reluctant to ...,General_Update,"Loews Corporation CEO James Tisch, however, isn't crazy about letting cash out the door this way. Tisch offered a very detailed and colorful explanation.",https://finance.yahoo.com/news/james-tischs-epic-explanation-for-why-hes-reluctant-to-buy-back-stock-or-acquire-companies-162511879.html
2017-02-28,2017,Abivax,Alger Capital Appreciation Institutional Fund - ACAYX,General_Update,"Holdings ; Abivax SA Sponsored ADR, 0.53%, 0.00% ; HEICO Corporation Class A, 0.52%, 0.06% ; Constellation Energy Corporation, 0.49%, 0.00% ; Eli Lilly and Company ...",https://www.alger.com/pages/Products.aspx?productCode=2846
2017-03-28,2017,Abivax,Study Details | NCT03093259 | ABX464 in Subjects With ...,Clinical_Milestone,"This Phase IIa study is an 8-week, double-blind, placebo-controlled, randomized study aiming at evaluating the safety and the efficacy of ABX464 given once ...",https://clinicaltrials.gov/study/NCT03093259
2017-05-02,2017,Abivax,French HIV Cure Reduces Viral Reservoirs for the First ...,Clinical_Milestone,Abivax has announced results from a Phase IIa trial that reveal the first proof in human of viral load reduction of hidden HIV reservoirs.,https://www.labiotech.eu/trends-news/abivax-hiv-cure-viral-reservoir/
2017-06-14,2017,Abivax,Abivax IPO Closing on Nasdaq Global Market,Financial_Performance,Abivax Announces Closing of its Initial Public Offering on the Nasdaq Global Market ... The offering price was set at $11.60 per ADS in the U.S. Offering and a ...,https://ir.abivax.com/news-releases/news-release-details/abivax-announces-closing-its-initial-public-offering-nasdaq-0
2017-06-14,2017,Abivax,Abivax Announces Temporary Trading Halt of its Ordinary ...,Clinical_Milestone,"Based in France and the U.S. , Abivax's lead drug candidate, obefazimod (ABX464), is in Phase 3 clinical trials for the treatment of moderately to severely ...",https://ir.abivax.com/news-releases/news-release-details/abivax-announces-temporary-trading-halt-its-ordinary-shares
2017-09-27,2017,Abivax,French Gene Therapy for Wilson's Disease gets Orphan ...,Clinical_Milestone,"Vivet Therapeutics has been granted Orphan Drug Designation for its gene therapy for Wilson's disease, VTX-801, by both the FDA and the European Commission.",https://www.labiotech.eu/trends-news/vivet-therapeutics-wilsons-disease/
2017-10-24,2017,Abivax,Best Solar Energy Podcasts (2026),General_Update,"Two investment bankers weekly explore how tech, finance, markets and regulations are radically redefining the world of energy: Renewable Energy, ...",https://player.fm/podcasts/Solar-Energy
2017-11-08,2017,Abivax,EVOTEC AG ANNOUNCES FIRST NINE-MONTH 2017 ...,Clinical_Milestone,"Through the acquisition of Aptuit in August 2017, Evotec extended its value chain offering in early drug discovery to pre-clinical enabling activities (“INDiGO”) ...",https://www.eqs-news.com/news/corporate/evotec-ag-ergebnisse-fuer-die-ersten-neun-monate-2017-und-corporate-update/c4f32995-4327-43dd-bef9-fe87d6005f7e_en
2017-12-07,2017,Abivax,Inside Elliott Management: How Paul Singer's Hedge Fund ...,Financial_Performance,"The merger passed. Elliott, in a rare surrender, sold its shares a few weeks later. But the story doesn't end there. As South Korean authorities unraveled ...",https://finance.yahoo.com/news/inside-elliott-management-paul-singer-113009805.html
2017-12-12,2017,Abivax,Sabina Comis,Corporate_Action,"Sabina Comis, Global Managing Partner, advises French and international companies, family offices, private equity funds and investment banks.",https://www.dechert.com/people/c/sabina-comis.html
2017-12-15,2017,Abivax,Abivax Spots an Extra Benefit of its Potential HIV Cure,General_Update,Phase IIa data confirms that Abivax's potential HIV cure not only reduces viral reservoir but it also has anti-inflammatory effects.,https://www.labiotech.eu/trends-news/hiv-cure-inflammation-abivax/
2018-01-11,2018,Abivax,Kelly Mahon Tullier: EVP & General Counsel at Visa,General_Update,Kelly Mahon Tullier is executive vice president and general counsel at San Francisco-based Visa. Tullier graduated from Louisiana State University…,https://finance.yahoo.com/news/kelly-mahon-tullier-executive-vice-070806809.html
2018-01-16,2018,Abivax,Two Proteins in the Brain Could Protect Against and Repair ...,General_Update,ulcerative colitis. Abivax pulls in €49.2M but needs more to complete ulcerative colitis program. NLS Days Malmo 2022 ...,https://www.labiotech.eu/trends-news/parkinsons-disease-proteins-therapy/
2018-01-25,2018,Abivax,British Biotech Treats First Phase III Patient in its Critical ...,Clinical_Milestone,The company plans to enroll 138 patients in the Phase III study to assess REX-001's efficacy and safety in terms of ulcer healing and amputation-free survival.,https://www.labiotech.eu/trends-news/critical-limb-ischemia-trial-rexgenero/
2018-02-28,2018,Abivax,Biotechnology Stocks Directory at Global Investor Ideas,Clinical_Milestone,"(Nasdaq: ABVC) is a clinical-stage biopharmaceutical company focused on development of therapeutic solutions in oncology/hematology, the central nervous system ...",https://globalinvestorideas.com/stocks-directories/biotechnology/
2018-03-14,2018,Abivax,The 50 Most Powerful Latinas in Business,General_Update,"This year, the nominees for our Most Powerful Latina list nearly doubled, with 15 business leaders joining the list for the first time, including Jessica Alba, ...",https://finance.yahoo.com/news/50-most-powerful-latinas-business-120040715.html
2018-03-16,2018,Abivax,ABIVAX gibt Jahresergebnis 2017 und Unternehmens- ...,General_Update,Veröffentlichung der Top-Line-Ergebnisse der Phase-2-Proof-of-Concept-Studie mit ABX464 zur Behandlung von Colitis ulcerosa in H2 2018; Start einer klinischen ...,https://www.eqs-news.com/news/corporate/abivax-gibt-jahresergebnis-2017-und-unternehmens-update-bekannt/014f3b3d-6b3d-4815-ae71-3777485bfcd7_en
2018-04-16,2018,Abivax,Bitcoin exchange Coinbase is on a buying spree,Corporate_Action,"Coinbase added a new head of M&A and has rapidly ramped up its buying activity. Its latest acquisition: Earn.com, which offers ways to earn bitcoin for ...",https://finance.yahoo.com/news/bitcoin-exchange-coinbase-buying-spree-212430165.html
2018-04-30,2018,Abivax,Stock market news history at 2018-01-03 - MarketScreener,Clinical_Milestone,ABIVAX : to Initiate Long-Term Extension Study of ABX464 in Patients with Ulcerative Colitis. 18-01-04. Regulatory press release: Completed enrollment in ...,https://www.marketscreener.com/news/history/2018/4-juillet/?p=27
2018-05-10,2018,Abivax,French indices - Experts Comptables Paris,General_Update,"This is what the company list looked like on 30 April 2018. Changes are published on Euronext.com. COMPANY, ISIN, TRADING LOCATION. ADP, FR0010340141, Euronext ...",http://www.experts-comptables-paris.com/french-indices/
2018-06-17,2018,Abivax,a. Azithromycin b. Amoxicillin c. Ceftazidime d. Levofloxacin 7. ...,Clinical_Milestone,After⏲Hours 4:01 $ABVX - Abivax Announces Positive Phase 3 Results from Both ABTECT 8-Week Induction Trials Investigating Obefazimod Its First-in-Class ...,https://www.facebook.com/groups/190453254308553/posts/1913426635344531/
2018-07-11,2018,Abivax,HIV pipeline 2018: full version,Clinical_Milestone,"High efficacy in phase 3 studies resulted in few cases of viral failure (n=13 in naive studies with viral load >200 copies/mL), none of which resulted in ...",https://i-base.info/htb/34488
2018-07-25,2018,Abivax,Abivax - Forum,General_Update,ABIVAX is een innovatief biotechnologisch bedrijf dat zich richt op het immuunsysteem om virale ziekten te elimineren met behulp van zijn unieke antivirale ...,https://www.beursduivel.be/forum/Topic/1350517/Franse-aandelen_Abivax.aspx
2018-09-04,2018,Abivax,Abivax reports impressive results in clinical phase 2a trial of ...,Clinical_Milestone,"Abivax reports impressive results in clinical phase 2a trial of ABX464 as an oral treatment for ulcerative colitis patients. September 4, 2018. PDF Version.",https://abivax.gcs-web.com/news-releases/news-release-details/abivax-reports-impressive-results-clinical-phase-2a-trial-abx464
2018-09-04,2018,Abivax,"Abivax posts ulcerative colitis data, commits to phase 2b",Clinical_Milestone,Abivax has posted data from a phase 2a trial in patients with moderate-to-severe ulcerative colitis that are refractory to anti-TNF antibodies or ...,https://www.fiercebiotech.com/biotech/abivax-posts-ulcerative-colitis-data-commits-to-phase-2b
2018-10-02,2018,Abivax,Why Amazon Might Acquire Lions Gate Entertainment,Financial_Performance,"In the first half of 2018, buybacks were up more than 80% year over ... Naturally, that cash-heavy, big-M&A backdrop lends itself to a bunch of M&A rumors.",https://finance.yahoo.com/news/why-amazon-might-acquire-lions-120005126.html
2018-10-15,2018,Abivax,Alger Focus Equity SMA Composite,General_Update,"Abivax SA Sponsored ADR, 0.67%, 0.00%, 0.67%. Intuitive Surgical, Inc. 0.65%, 0.59 ... Effective October 2018, the composite name changed from Alger Capital ...",https://www.alger.com/pages/Products.aspx?productCode=CapAppFSMA
2018-11-01,2018,Abivax,Abivax SA Share Price | EURONEXT:ABVX Stock News,Clinical_Milestone,"Company is evaluating its drug candidate, obefazimod, in Phase 3 clinical ... ulcerative colitis. Its initial focus is on inflammatory bowel diseases ...",https://www.ii.co.uk/shares/abivax-sa/EURONEXT:ABVX
2018-12-31,2018,Abivax,European Biotech's Biggest News of 2018,Corporate_Action,"The Belgian biotech Ablynx, after rejecting an acquisition offer from Novo Nordisk in January, was acquired instead by Sanofi for €3.9B. This proved to be a ...",https://www.labiotech.eu/best-biotech/biggest-news-2018-crispr/
2019-01-01,2019,Abivax,Both Anti-Inflammatory and Antiviral Properties of Novel ...,Clinical_Milestone,by A Vautrin · 2019 · Cited by 83 — ABX464 which binds to cap binding complex (CBC) has demonstrated safety and efficacy in a phase 2a proof-of-concept clinical trial in patients with Ulcerative ...,https://pubmed.ncbi.nlm.nih.gov/30692590/
2019-01-01,2019,Abivax,Both anti-inflammatory and antiviral properties of novel ...,General_Update,"by A Vautrin · 2019 · Cited by 83 — ABX464 is a novel drug candidate for treating patients infected with human immunodeficiency virus (HIV) and patients with ulcerative colitis (ABIVAX, data in ...",https://www.nature.com/articles/s41598-018-37813-y
2019-01-01,2019,Abivax,The IBD Therapeutic Pipeline is Primed to Produce,Clinical_Milestone,"by CA Steiner · 2019 — 78,79 A phase III clinical study demonstrated increased rates of symptomatic remission as well as histological remission compared to placebo in patients with ...",https://practicalgastro.com/wp-content/uploads/2019/07/IBD-Therapeutic-Pipeline-Is-Primed-To-Produce.pdf
2019-01-01,2019,Abivax,Hunain Sarwar - Consultant at McKinsey & Company,Corporate_Action,"- Mergers and Acquisitions. Best in Programme Prize, Responsibility Day Case 2019. Copenhagen Business School. sep. 2019. ""This prize is awarded to the winning ...",https://dk.linkedin.com/in/hunain-sarwar-54b38b174
2019-02-06,2019,Abivax,Kreos Capital Has Launched EUR 700 Million (USD 800 ...,Financial_Performance,"Kreos VI has already started to deploy capital in January 2019 and Kreos ... Abivax (EPA: ABVX), SolarEdge (NASDAQ: SEDG), Heptagon (ams AG, SWX: AMS) ...",https://www.prnewswire.com/news-releases/kreos-capital-has-launched-eur-700-million-usd-800-million-kreos-capital-vi-863979067.html
2019-03-08,2019,Abivax,HIV Drug Shows Promise for Treating Ulcerative Colitis ...,General_Update,"Over the six months, the patients showed no serious side effects, and their disease symptoms improved. This long-term improvement distinguishes Abivax's drug ...",https://www.labiotech.eu/trends-news/ulcerative-colitis-abivax-hiv/
2019-03-14,2019,Abivax,Abivax 2018 Financial Results and Operations Update,General_Update,"The financial statements for 2018, approved by the Company's Board of Directors on March 12, 2019, have been audited and the certification report is being ...",https://ir.abivax.com/static-files/0f1cba42-d6b8-4885-95d5-f2c84e29c94c
2019-03-15,2019,Abivax,Alger Focus Equity Fund,General_Update,"Holdings ; Abivax SA Sponsored ADR, 0.82%, 0.00% ; Constellation Energy Corporation, 0.79%, 0.00% ; Robinhood Markets, Inc. Class A, 0.77%, 0.04% ; MongoDB, Inc.",https://www.alger.com/pages/Products.aspx?productCode=KQ1FI3
2019-04-10,2019,Abivax,The LME's New Cobalt Contract: A History of ...,General_Update,"Following extensive engagement with the market, on 11 March 2019, we launched a cash-settled LME Cobalt (Fastmarkets MB) contract, to complement our existing ...",https://finance.yahoo.com/news/lmes-cobalt-contract-history-cobalt-130000903.html
2019-04-15,2019,Abivax,A Turning Story Towards Inflammatory Diseases - Abivax,Clinical_Milestone,"• Phase 2b study protocol in 232 patients with moderate to severe ulcerative colitis ... Phase 3. Phase 2b start in Q2, 2019. Phase 2a start in Q3, 2019.",https://www.abivax.com/wp-content/uploads/2019/04/Abivax_Corporate_presentation_07.04.2019.pdf
2019-06-10,2019,Abivax,Novel oral drug shows early promise for IBD,General_Update,"Among a group of 32 patients with ulcerative colitis, the investigative drug ABX464 showed a decrease in Mayo score of over 50% and a drop in fecal calprotectin ...",https://www.mdedge.com/content/novel-oral-drug-shows-early-promise-ibd
2019-06-11,2019,Abivax,Novel oral drug shows early promise for IBD | MDedge,General_Update,"Among a group of 32 patients with ulcerative colitis, the investigative drug ABX464 showed a decrease in Mayo score of over 50% and a drop in fecal calprotectin ...",https://blogs.the-hospitalist.org/content/novel-oral-drug-shows-early-promise-ibd
2019-07-01,2019,Abivax,Alger Mid Cap Focus Composite - Institutional Investors,General_Update,"Abivax SA Sponsored ADR, 1.40%, 0.00%, 1.40%. Martin Marietta Materials ... The Composite creation date is July 1, 2019 and inception date is July 1, 2019.",https://www.alger.com/pages/Products.aspx?productCode=MidCapFRep
2019-07-11,2019,Abivax,ABIVAX Completes €12 Million Capital Raise Entirely ...,General_Update,"Net proceeds of €12 million provide the Company with additional funding to implement its strategy, conduct its operations and reinforce its financial structure.",https://www.truffle.com/news/abivax-completes-e12-million-capital-raise-entirely-subscribed-by-sofinnova-partners-at-market-price
2019-09-15,2019,Abivax,The European landscape of listed biotech companies,Financial_Performance,"The first listings of biotech companies (our universe) were only recorded in the late 90s, so roughly 20 years ago.",https://biotechradar.eu/wp-content/uploads/reports/European%20landscape%20listed%20biotech-2018%20Review-Biotellytics-biotechradar.eu.pdf
2019-10-21,2019,Abivax,ABIVAX Reports Impressive 12-month Efficacy and Safety ...,General_Update,"First evidence of long-term efficacy of ABX464 in ulcerative colitis. Endoscopy at Month 12 was performed in 16 / 19 patients, of whom 12 (75%) achieved ...",https://abivax.gcs-web.com/news-releases/news-release-details/abivax-reports-impressive-12-month-efficacy-and-safety-data
2020-01-01,2020,Abivax,Deep Remission at 1 Year Prevents Progression of Early ...,General_Update,"by RC Ungaro · 2020 · Cited by 255 — We associated induction of deep remission in early, moderate to severe CD with decreased risk of disease progression over a median time of 3 years.",https://www.sciencedirect.com/science/article/abs/pii/S0016508520303905
2020-01-01,2020,Abivax,Vedolizumab treatment persistence and safety in a 2‐year ...,Clinical_Milestone,by S Danese · 2020 · Cited by 18 — Vedolizumab was shown to be effective and safe for patients with ulcerative colitis (UC) or Crohn's disease (CD) in the GEMINI phase 3 and long‐term safety (LTS) ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC7839669/
2020-01-01,2020,Abivax,A Post Hoc Analysis From the CALM Study - Oxford Academic,Clinical_Milestone,by W Reinisch · 2020 · Cited by 41 — The CALM study was a randomized phase 3 trial in patients with CD that evaluated 2 treatment algorithms—one based on a “tight control” (TC) algorithm that ...,https://academic.oup.com/ibdjournal/article/26/10/1562/5762686
2020-02-12,2020,Abivax,About,General_Update,"Hypatia Capital is an asset management firm investing in women in leadership. Our vision in is one of equality. We believe in talent, drive and stellar ...",https://hypatiacapital.com/about/
2020-02-26,2020,Abivax,Coronavirus - Articles - Page 527,Clinical_Milestone,"Biopharma happenings, including deals and partnerships, grants, preclinical data and other news in brief: Arcus, Dialectic, Novavax, Promis, Pvp Biologics, ...",https://www.bioworld.com/articles/topic/517&page=533?page=527
2020-04-22,2020,Abivax,Abstract Funding Sources* AGA Oral and Poster ...,General_Update,"* Information contained in this report is current as of April 22, 2020. Page 2. AGA Oral Presentations. Page 3. Abstract ...",https://ddw.org/wp-content/uploads/2020/04/2020-AGA-Abstract-Funding-Report-PDF.pdf
2020-06-01,2020,Abivax,Alger Large Cap Growth SMA Composite,Financial_Performance,Primarily invests in equity securities of US large cap companies identified through our fundamental research as demonstrating promising growth potential.,https://www.alger.com/Pages/Products.aspx?productCode=LrgCapSMA
2020-06-18,2020,Abivax,Belgian mRNA Vaccine for Covid-19 Receives €34M ...,General_Update,The vaccine consists of mRNA molecules encoding tumor antigens along with a combination of three other mRNA molecules designed to activate the immune system.,https://www.labiotech.eu/trends-news/etherna-covid-19-mrna/
2020-06-29,2020,Abivax,ABX464 in Phase 2a Trials for RA,Clinical_Milestone,"The most recent phase 2a, clinical trial of ABX464 is examining 50 and 100 mg oral doses administered daily in combination with methotrexate.3 To be eligible ...",https://www.the-rheumatologist.org/article/abx464-in-phase-2a-trials-for-ra/
2020-07-02,2020,Abivax,Abivax doses first patient in phase 2b/3 COVID-19 clinical ...,Clinical_Milestone,French biotech company Abivax has treated the first patient in a phase 2b/3 study of its experimental anti-inflammatory drug ABX464 in COVID-19 patients.,https://pmlive.com/pharma_news/abivax_doses_first_patient_in_phase_2b3_covid-19_clinical_trial_1344037/
2020-09-11,2020,Abivax,Tagresults - MarketingReport,Clinical_Milestone,"French clinical-stage biotech Abivax secures €75 million for ... Obefazimod, as a treatment for ulcerative colitis and other chronic inflammatory diseases.",https://marketingreport.one/tagresults.html?phenomena=Healthcare&page=10
2020-10-09,2020,Abivax,KPMGValuationDataSourceCom...,General_Update,"94. ABIVAX Société Anonyme. 95. Abko Co., Ltd. 96. ABL Bio Inc. 97. Able C&C Co., Ltd. 98. ABM Industries Incorporated.",https://files.atlas.kpmg.com/cmsmedia/docs/default-source/deal-advisory_neu/kpmg-valuation-data-source-unternehmens%C3%BCbersicht.pdf?sfvrsn=2208fcb3_2
2020-10-29,2020,Abivax,Abivax announces the success of its oversubscribed ...,Clinical_Milestone,"September 2, 2020. Abivax reports long-lasting two-year efficacy and safety data from ABX464 ulcerative colitis Phase 2A maintenance study · July 31, 2020 ...",https://www.truffle.com/news/abivax-announces-the-success-of-its-oversubscribed-capital-increase
2020-12-14,2020,Abivax,Mesoblast Provides Topline Results From Phase 3 Trial of ...,Clinical_Milestone,"Mesoblast Provides Topline Results From Phase 3 Trial of Rexlemestrocel-L for Advanced Chronic Heart Failure. Mesoblast Limited. December 14, 2020 8 min read.",https://finance.yahoo.com/news/mesoblast-provides-topline-results-phase-222700875.html
2020-12-28,2020,Abivax,Abcellera IPO rockets upward with $555.5M in gross ...,Financial_Performance,"Abcellera Biologics Inc. had finally closed its IPO on the Nasdaq, hoovering up gross proceeds of $555.5 million.",https://www.bioworld.com/articles/501807-abcellera-ipo-rockets-upward-with-5555m-in-gross-proceeds
2021-01-01,2021,Abivax,Induction and Long-term Follow-up With ABX464 for ...,Clinical_Milestone,by S Vermeire · 2021 · Cited by 55 — Induction and Long-term Follow-up With ABX464 for Moderate-to-severe Ulcerative Colitis: Results of Phase IIa Trial. Gastroenterology. 2021 Jun;160(7):2595-2598 ...,https://pubmed.ncbi.nlm.nih.gov/33662385/
2021-01-01,2021,Abivax,Induction and Long-term Follow-up With ABX464 for ...,General_Update,by S Vermeire · 2021 · Cited by 55 — The induction population was 62.5% men with a mean ± standard deviation age of 43.3 ± 16.2 years (Supplementary Table 1); 78.3% of patients receiving ABX464 ...,https://www.gastrojournal.org/article/S0016-50852100459-5/fulltext
2021-01-01,2021,Abivax,Journal Pre-proof,Clinical_Milestone,"by S Vermeire · 2021 · Cited by 55 — 2 Preclinically, ABX464 attenuated DSS-induced colitis in mice and produced long-term protection and decreased miR-124 levels after stopping treatment. This ...",https://www.sciencedirect.com/science/article/pii/S0016508521004595/pdf?md5=95df54df8c1cf58ec9d9f9bb3bc63fae&pid=1-s2.0-S0016508521004595-main.pdf
2021-01-05,2021,Abivax,Abivax publishes review in Drug Discovery Today on ...,Clinical_Milestone,"Abivax, a clinical stage biotechnology company, is mobilizing the body's natural immune machinery to treat patients with chronic inflammatory diseases, viral ...",https://ir.abivax.com/news-releases/news-release-details/abivax-publishes-review-drug-discovery-today-mechanism-action
2021-02-15,2021,Abivax,Symbol Security Cusip ISIN AAAIF ALTERNATIVE ...,General_Update,NHMAF NIHON M&A CENTER INC. J50883107. JP3689050007. NHNKY NIHON KOHDEN CORP-ADR. 65412C108. US65412C1080. NHOLF. SOMPO HOLDINGS ... Data edizione: Febbraio 2021.,https://www.allianzbank.it/content/dam/onemarketing/azit/allianzbank-it/trasparenza/altre-informazioni-ai-sensi-della-normativa-finanziaria/Lista-Azioni-Negoziabili.pdf
2021-02-19,2021,Abivax,S-1,Financial_Performance,We have applied to list our common stock on the Nasdaq Global Market under the symbol “RXDX.” We are an “emerging growth company” under applicable Securities ...,https://www.sec.gov/Archives/edgar/data/1718852/000119312521049126/d14529ds1.htm
2021-05-03,2021,Abivax,Clinical Trials register - Search for ABX464,Clinical_Milestone,The European Union Clinical Trials Register allows you to search for protocol and results information on EU/EEA interventional clinical trials.,https://www.clinicaltrialsregister.eu/ctr-search/search?query=ABX464
2021-05-21,2021,Abivax,Tony Gibney Joins InflaRx Board of Directors,General_Update,... M&A advisory transactions for US and European clients. Mr. Gibney's appointment was approved by InflaRx's shareholders at the 2021 annual shareholder meeting.,https://finance.yahoo.com/news/tony-gibney-joins-inflarx-board-113000982.html
2021-05-25,2021,Abivax,Abivax reports excellent efficacy and safety of ABX464 in ...,Financial_Performance,"A seven- to ten-fold increase in miRNA-124 levels was observed ... The trading of the Abivax shares on Euronext Paris will resume on Tuesday, May 25, 2021.",https://abivax.gcs-web.com/news-releases/news-release-details/abivax-reports-excellent-efficacy-and-safety-abx464-phase-2b
2021-06-03,2021,Abivax,Why Etsy's Acquisition of Depop Is Bigger Than You Think,Corporate_Action,"The transaction, which is expected to close at the end of the third quarter, would allow Depop to continue operating out of London as a standalone marketplace ...",https://finance.yahoo.com/news/why-etsy-acquisition-depop-bigger-192332351.html
2021-06-10,2021,Abivax,https://static.quandl.com/coverage/XNYS_tickers.csv,General_Update,"... Abivax (ABVX) ABW_P_RA_,ASBC Capital I (ABWpRA_) ABY,Abitibi Consolidated Inc. (ABY) AC,Associated Capital Group Inc (AC) ACA,Arcosa Inc (ACA) ACA_1 ...",https://static.quandl.com/coverage/XNYS_tickers.csv
2021-06-29,2021,Abivax,https://static.quandl.com/coverage/XASE_tickers.csv,General_Update,"... Abivax (ABVX) ABY,Abitibi Consolidated Inc. (ABY) ABY_1,AB Svensk Exportkredit (ABY) ABY_2,Atlantica Yield plc (ABY) AC,Associated Capital Group Inc (AC) ...",https://static.quandl.com/coverage/XASE_tickers.csv
2021-06-30,2021,Abivax,Tesla's rival Xpeng prices Hong Kong IPO at HK$165 per ...,Financial_Performance,"A dual-primary listing will enable these companies to be eligible for inclusion in Hong Kong exchange's Stock Connect, which enables mainland Chinese investors ...",https://finance.yahoo.com/news/teslas-rival-xpeng-prices-hong-093000308.html
2021-07-14,2021,Abivax,Pfizer The Netherlands,General_Update,"Investment is flowing in, M&A ... Born from a serendipitous scientific discovery in Montpellier, Abivax has evolved into one of France's most promising global ...",https://pharmaboardroom.com/directory/pfizer-netherlands/
2021-07-31,2021,Abivax,Principais Auditorias na Indústria Farmacêutica,General_Update,Encontrar estratégias e oportunidades para promover Marcas com ações de marketing exclusivas é algo que um BI pode fazer pela Indústria Farmacêutica.,https://brazilsfe.blogspot.com/2021/07/Principais-Auditorias-na-Industria-Farmaceeutica.html
2021-09-07,2021,Abivax,ABX 464 - New Drug Approvals,Clinical_Milestone,"In May 2021, Abivax communicated the top-line results of its randomized, double-blind and placebo-controlled Phase 2b induction trial conducted in 15 European ...",https://newdrugapprovals.org/2021/09/07/abx-464/
